Row,Time,EventType,Param
169,174.9757087,SpawnTarget,Yellow
170,175.5587742,SpawnTarget,Blue
171,176.15624,SpawnTarget,Red
172,176.7422111,SpawnTarget,Green
173,177.3694095,SpawnTarget,Yellow
174,177.9896159,SpawnTarget,Blue
175,178.5866143,SpawnTarget,White
176,179.2180159,SpawnTarget,Yellow
177,180.4175563,SpawnTarget,Yellow
178,181.0153286,SpawnTarget,White
179,181.628432,SpawnTarget,Yellow
180,182.8015504,SpawnTarget,Yellow
181,183.4049644,SpawnTarget,White
182,183.9765291,SpawnTarget,Red
183,185.2063508,SpawnTarget,Red
184,185.8142161,SpawnTarget,White
185,186.3944232,SpawnTarget,Red
186,187.588772,SpawnTarget,Red
187,188.1852026,SpawnTarget,White
188,188.7928378,SpawnTarget,Yellow
189,189.4428005,SpawnTarget,White
190,190.0265329,SpawnTarget,Yellow
191,190.6110253,SpawnTarget,White
192,191.2548532,SpawnTarget,Yellow
193,191.8462629,SpawnTarget,White
194,192.4323818,SpawnTarget,Yellow
195,193.0253327,SpawnTarget,White
196,193.5999498,SpawnTarget,Red
197,194.236887,SpawnTarget,White
198,194.846318,SpawnTarget,Red
199,195.4259047,SpawnTarget,White
200,196.0364291,SpawnTarget,Red
201,196.591026,SpawnTarget,White
202,197.1846289,SpawnTarget,Red
203,197.7909708,SpawnTarget,White
204,198.4258911,SpawnTarget,Green
205,198.9997203,SpawnTarget,White
206,199.575876,SpawnTarget,Green
207,200.2214906,SpawnTarget,White
208,200.8581223,SpawnTarget,Blue
209,201.4751358,SpawnTarget,White
210,202.0824954,SpawnTarget,Blue
211,202.6009178,SpawnTarget,White
212,203.184129,SpawnTarget,Yellow
213,203.845556,SpawnTarget,White
214,204.4624188,SpawnTarget,Yellow
215,205.0428514,SpawnTarget,White
216,205.6090481,SpawnTarget,Red
217,206.2037287,SpawnTarget,White
218,206.8064439,SpawnTarget,Red
219,207.3967445,SpawnTarget,White
220,245.9398386,SpawnTarget,White
221,247.0479302,SpawnTarget,White
222,248.2776046,SpawnTarget,Yellow
223,250.7060404,SpawnTarget,White
224,251.8715105,SpawnTarget,White
225,253.0685076,SpawnTarget,Red
226,255.478456,SpawnTarget,White
227,256.641258,SpawnTarget,White
228,257.8359425,SpawnTarget,Green
229,260.2879078,SpawnTarget,White
230,261.3958266,SpawnTarget,White
231,262.7055135,SpawnTarget,Blue
232,265.4632342,SpawnTarget,White
233,10000,NaN,NaN
