Row,Time,EventType,Param
76,107.095,SpawnTarget,White
77,107.955,SpawnTarget,Green
78,108.385,SpawnTarget,Green
79,108.815,SpawnTarget,White
80,109.675,SpawnTarget,Yellow
81,110.525,SpawnTarget,White
82,111.385,SpawnTarget,Red
83,111.815,SpawnTarget,Red
84,112.245,SpawnTarget,White
85,113.105,SpawnTarget,Yellow
86,113.965,SpawnTarget,White
87,114.825,SpawnTarget,Red
88,115.255,SpawnTarget,Red
89,115.675,SpawnTarget,White
90,146.44,SpawnTarget,White
91,146.87,SpawnTarget,White
92,147.3,SpawnTarget,White
93,147.73,SpawnTarget,White
94,148.16,SpawnTarget,White
95,148.59,SpawnTarget,White
96,149.01,SpawnTarget,White
97,149.44,SpawnTarget,White
98,149.87,SpawnTarget,Blue
99,150.3,SpawnTarget,Blue
100,150.73,SpawnTarget,Blue
101,151.16,SpawnTarget,Blue
102,151.59,SpawnTarget,Blue
103,152.02,SpawnTarget,Blue
104,152.45,SpawnTarget,Blue
105,152.88,SpawnTarget,Blue
106,153.31,SpawnTarget,White
107,153.73,SpawnTarget,White
108,154.16,SpawnTarget,White
109,154.59,SpawnTarget,White
110,155.02,SpawnTarget,White
111,155.45,SpawnTarget,White
112,155.88,SpawnTarget,White
113,156.31,SpawnTarget,White
114,156.74,SpawnTarget,Green
115,157.17,SpawnTarget,Green
116,157.6,SpawnTarget,Green
117,158.03,SpawnTarget,Green
118,158.46,SpawnTarget,Green
119,158.88,SpawnTarget,Green
120,159.31,SpawnTarget,Green
121,159.74,SpawnTarget,Green
122,160.17,SpawnTarget,White
123,160.6,SpawnTarget,White
124,161.03,SpawnTarget,White
125,161.46,SpawnTarget,White
126,161.89,SpawnTarget,White
127,162.32,SpawnTarget,White
128,162.75,SpawnTarget,White
129,163.18,SpawnTarget,White
130,163.61,SpawnTarget,Yellow
131,164.03,SpawnTarget,Yellow
132,164.46,SpawnTarget,Yellow
133,164.89,SpawnTarget,Yellow
134,165.32,SpawnTarget,Yellow
135,165.75,SpawnTarget,Yellow
136,166.18,SpawnTarget,Yellow
137,166.61,SpawnTarget,Yellow
138,167.04,SpawnTarget,White
139,167.47,SpawnTarget,White
140,167.9,SpawnTarget,White
141,168.33,SpawnTarget,White
142,168.76,SpawnTarget,White
143,169.18,SpawnTarget,White
144,169.61,SpawnTarget,White
145,170.04,SpawnTarget,White
146,170.47,SpawnTarget,Red
147,170.9,SpawnTarget,Red
148,171.33,SpawnTarget,Red
149,171.76,SpawnTarget,Red
150,172.19,SpawnTarget,Red
151,173.05,SpawnTarget,White
152,173.48,SpawnTarget,White
153,173.91,SpawnTarget,White
154,174.33,SpawnTarget,Yellow
155,174.76,SpawnTarget,White
156,175.19,SpawnTarget,Yellow
157,175.62,SpawnTarget,White
158,176.05,SpawnTarget,Yellow
159,176.48,SpawnTarget,White
160,176.91,SpawnTarget,Yellow
161,177.34,SpawnTarget,White
162,177.77,SpawnTarget,Blue
163,178.2,SpawnTarget,White
164,178.63,SpawnTarget,Blue
165,179.06,SpawnTarget,White
166,179.48,SpawnTarget,Blue
167,179.91,SpawnTarget,White
168,180.34,SpawnTarget,Blue
169,180.77,SpawnTarget,White
170,181.2,SpawnTarget,Red
171,181.63,SpawnTarget,White
172,182.06,SpawnTarget,Red
173,182.49,SpawnTarget,White
174,182.92,SpawnTarget,Red
175,183.35,SpawnTarget,White
176,183.78,SpawnTarget,Red
177,184.2,SpawnTarget,White
178,184.63,SpawnTarget,Green
179,185.06,SpawnTarget,White
180,185.49,SpawnTarget,Green
181,185.92,SpawnTarget,White
182,186.35,SpawnTarget,Green
183,186.78,SpawnTarget,White
184,187.21,SpawnTarget,Green
185,187.64,SpawnTarget,White
186,188.07,SpawnTarget,Red
187,188.5,SpawnTarget,White
188,188.93,SpawnTarget,Red
189,189.35,SpawnTarget,White
190,189.78,SpawnTarget,Red
191,190.21,SpawnTarget,White
192,190.64,SpawnTarget,Red
193,191.07,SpawnTarget,White
194,191.5,SpawnTarget,Blue
195,191.93,SpawnTarget,White
196,192.36,SpawnTarget,Blue
197,192.79,SpawnTarget,White
198,193.22,SpawnTarget,Blue
199,193.65,SpawnTarget,White
200,194.08,SpawnTarget,Blue
201,194.5,SpawnTarget,White
202,194.93,SpawnTarget,Yellow
203,195.36,SpawnTarget,White
204,195.79,SpawnTarget,Yellow
205,196.22,SpawnTarget,White
206,196.65,SpawnTarget,Yellow
207,197.08,SpawnTarget,White
208,197.51,SpawnTarget,Yellow
209,197.94,SpawnTarget,White
210,198.37,SpawnTarget,Green
211,198.8,SpawnTarget,White
212,199.23,SpawnTarget,Green
213,199.65,SpawnTarget,White
214,201.37,SpawnTarget,White
215,10000,NaN,NaN
