Row,Time,EventType,Param
234,124.2457322,SpawnTarget,Yellow
235,124.7150379,SpawnTarget,White
236,125.1843436,SpawnTarget,Red
237,125.6536493,SpawnTarget,White
238,126.122955,SpawnTarget,Red
239,126.5922607,SpawnTarget,White
240,127.0615664,SpawnTarget,Red
241,127.5308721,SpawnTarget,White
242,128.0001778,SpawnTarget,Green
243,128.4694835,SpawnTarget,White
244,128.9387892,SpawnTarget,Yellow
245,129.4080949,SpawnTarget,White
246,129.8774006,SpawnTarget,Blue
247,130.3467063,SpawnTarget,White
248,130.816012,SpawnTarget,Yellow
249,131.7546234,SpawnTarget,Yellow
250,132.2239292,SpawnTarget,White
251,132.6932349,SpawnTarget,Red
252,133.6318463,SpawnTarget,Red
253,134.101152,SpawnTarget,White
254,134.5704577,SpawnTarget,Yellow
255,135.0397634,SpawnTarget,White
256,135.5090691,SpawnTarget,Yellow
257,135.9783748,SpawnTarget,White
258,136.4476805,SpawnTarget,Red
259,136.9169862,SpawnTarget,White
260,137.3862919,SpawnTarget,Red
261,137.8555976,SpawnTarget,White
262,138.3249033,SpawnTarget,Yellow
263,138.794209,SpawnTarget,White
264,139.2635147,SpawnTarget,Green
265,139.7328204,SpawnTarget,White
266,140.2021262,SpawnTarget,Red
267,140.6714319,SpawnTarget,White
268,141.1407376,SpawnTarget,Blue
269,141.6100433,SpawnTarget,White
270,142.079349,SpawnTarget,Yellow
271,142.5486547,SpawnTarget,Green
272,143.0179604,SpawnTarget,Red
273,143.4872661,SpawnTarget,Blue
274,143.9565718,SpawnTarget,Yellow
275,144.4258775,SpawnTarget,Green
276,144.8951832,SpawnTarget,Red
277,145.3644889,SpawnTarget,Blue
278,145.8337946,SpawnTarget,Red
279,146.3031003,SpawnTarget,Green
280,146.772406,SpawnTarget,Yellow
281,147.2417117,SpawnTarget,Blue
282,147.7110174,SpawnTarget,Red
283,148.1803232,SpawnTarget,Green
284,148.6496289,SpawnTarget,Yellow
285,149.1189346,SpawnTarget,White
286,149.5882403,SpawnTarget,Yellow
287,150.5268517,SpawnTarget,Yellow
288,150.9961574,SpawnTarget,White
289,151.4654631,SpawnTarget,Red
290,152.4040745,SpawnTarget,Red
291,152.8733802,SpawnTarget,White
292,153.3426859,SpawnTarget,Yellow
293,153.8119916,SpawnTarget,White
294,154.2812973,SpawnTarget,Yellow
295,154.750603,SpawnTarget,White
296,155.2199087,SpawnTarget,Red
297,155.6892144,SpawnTarget,White
298,156.1585201,SpawnTarget,Red
299,156.6278259,SpawnTarget,White
300,157.0971316,SpawnTarget,Yellow
301,157.5664373,SpawnTarget,Green
302,158.035743,SpawnTarget,Red
303,158.5050487,SpawnTarget,Blue
304,158.9743544,SpawnTarget,Yellow
305,159.4436601,SpawnTarget,Green
306,159.9129658,SpawnTarget,Red
307,160.3822715,SpawnTarget,Blue
308,160.8515772,SpawnTarget,Red
309,161.3208829,SpawnTarget,Green
310,161.7901886,SpawnTarget,Yellow
311,162.2594943,SpawnTarget,Blue
312,162.7288,SpawnTarget,Red
313,163.1981057,SpawnTarget,Green
314,163.6674114,SpawnTarget,Yellow
315,164.1367171,SpawnTarget,White
316,164.6060229,SpawnTarget,Yellow
317,165.5446343,SpawnTarget,Yellow
318,166.01394,SpawnTarget,White
319,166.4832457,SpawnTarget,Red
320,167.4218571,SpawnTarget,Red
321,167.8911628,SpawnTarget,White
322,168.3604685,SpawnTarget,Yellow
323,168.8297742,SpawnTarget,White
324,169.2990799,SpawnTarget,Yellow
325,169.7683856,SpawnTarget,White
326,170.2376913,SpawnTarget,Red
327,170.706997,SpawnTarget,White
328,171.1763027,SpawnTarget,Red
329,171.6456084,SpawnTarget,White
330,172.1149141,SpawnTarget,Yellow
331,172.5842199,SpawnTarget,White
332,173.0535256,SpawnTarget,Green
333,173.5228313,SpawnTarget,White
334,173.992137,SpawnTarget,Red
335,174.4614427,SpawnTarget,White
336,174.9307484,SpawnTarget,Blue
337,175.4000541,SpawnTarget,White
338,175.8693598,SpawnTarget,Red
339,176.3386655,SpawnTarget,White
340,176.8079712,SpawnTarget,Green
341,177.2772769,SpawnTarget,White
342,177.7465826,SpawnTarget,Yellow
343,178.2158883,SpawnTarget,White
344,178.685194,SpawnTarget,Blue
345,179.1544997,SpawnTarget,White
346,180.0931111,SpawnTarget,White
347,181.0317226,SpawnTarget,White
348,181.970334,SpawnTarget,White
349,182.9089454,SpawnTarget,White
350,183.3782511,SpawnTarget,White
351,183.8475568,SpawnTarget,White
352,184.3168625,SpawnTarget,White
353,184.7861682,SpawnTarget,White
354,185.2554739,SpawnTarget,White
355,185.7247796,SpawnTarget,White
356,186.1940853,SpawnTarget,White
357,186.663391,SpawnTarget,White
358,187.1326967,SpawnTarget,Yellow
359,188.0713081,SpawnTarget,Yellow
360,188.5406138,SpawnTarget,White
361,189.0099196,SpawnTarget,Yellow
362,189.948531,SpawnTarget,Yellow
363,190.4178367,SpawnTarget,White
364,190.8871424,SpawnTarget,Yellow
365,191.8257538,SpawnTarget,Yellow
366,192.2950595,SpawnTarget,White
367,192.7643652,SpawnTarget,Yellow
368,193.7029766,SpawnTarget,Yellow
369,194.1722823,SpawnTarget,White
370,194.641588,SpawnTarget,Yellow
371,195.5801994,SpawnTarget,Yellow
372,196.0495051,SpawnTarget,White
373,196.5188108,SpawnTarget,Red
374,197.4574223,SpawnTarget,Red
375,197.926728,SpawnTarget,White
376,198.3960337,SpawnTarget,Green
377,199.3346451,SpawnTarget,Green
378,199.8039508,SpawnTarget,White
379,200.2732565,SpawnTarget,Blue
380,201.2118679,SpawnTarget,Blue
381,201.6811736,SpawnTarget,White
382,202.1504793,SpawnTarget,Yellow
383,202.619785,SpawnTarget,White
384,203.0890907,SpawnTarget,Yellow
385,203.5583964,SpawnTarget,White
386,204.0277021,SpawnTarget,Red
387,204.4970078,SpawnTarget,White
388,204.9663136,SpawnTarget,Red
389,205.4356193,SpawnTarget,White
390,205.904925,SpawnTarget,Green
391,206.3742307,SpawnTarget,White
392,206.8435364,SpawnTarget,Green
393,207.3128421,SpawnTarget,White
394,207.7821478,SpawnTarget,Blue
395,208.2514535,SpawnTarget,White
396,208.7207592,SpawnTarget,Blue
397,209.1900649,SpawnTarget,White
398,209.6593706,SpawnTarget,Yellow
399,210.1286763,SpawnTarget,White
400,210.597982,SpawnTarget,Red
401,211.0672877,SpawnTarget,White
402,211.5365934,SpawnTarget,Yellow
403,212.0058991,SpawnTarget,White
404,212.4752048,SpawnTarget,Red
405,212.9445106,SpawnTarget,White
406,213.4138163,SpawnTarget,Green
407,213.883122,SpawnTarget,White
408,214.3524277,SpawnTarget,Blue
409,214.8217334,SpawnTarget,White
410,215.2910391,SpawnTarget,Green
411,215.7603448,SpawnTarget,White
412,216.2296505,SpawnTarget,Blue
413,216.6989562,SpawnTarget,White
414,217.1682619,SpawnTarget,Yellow
415,217.6375676,SpawnTarget,White
416,218.1068733,SpawnTarget,Green
417,218.576179,SpawnTarget,White
418,219.0454847,SpawnTarget,Red
419,219.5147904,SpawnTarget,White
420,219.9840961,SpawnTarget,Blue
421,220.4534018,SpawnTarget,White
422,220.9227075,SpawnTarget,Blue
423,221.3920133,SpawnTarget,White
424,221.861319,SpawnTarget,Red
425,222.3306247,SpawnTarget,White
426,222.7999304,SpawnTarget,Green
427,223.2692361,SpawnTarget,White
428,223.7385418,SpawnTarget,Yellow
429,224.2078475,SpawnTarget,White
430,224.6771532,SpawnTarget,Yellow
431,225.1464589,SpawnTarget,Green
432,225.6157646,SpawnTarget,Red
433,226.0850703,SpawnTarget,Blue
434,226.554376,SpawnTarget,Yellow
435,227.0236817,SpawnTarget,Green
436,227.4929874,SpawnTarget,Red
437,227.9622931,SpawnTarget,Blue
438,228.4315988,SpawnTarget,Red
439,228.9009045,SpawnTarget,Green
440,229.3702103,SpawnTarget,Yellow
441,229.839516,SpawnTarget,Blue
442,230.3088217,SpawnTarget,Red
443,230.7781274,SpawnTarget,Green
444,231.2474331,SpawnTarget,Yellow
445,231.7167388,SpawnTarget,White
446,232.1860445,SpawnTarget,Yellow
447,233.1246559,SpawnTarget,Yellow
448,233.5939616,SpawnTarget,White
449,234.0632673,SpawnTarget,Red
450,235.0018787,SpawnTarget,Red
451,235.4711844,SpawnTarget,White
452,235.9404901,SpawnTarget,Yellow
453,236.4097958,SpawnTarget,White
454,236.8791015,SpawnTarget,Yellow
455,237.3484073,SpawnTarget,White
456,237.817713,SpawnTarget,Red
457,238.2870187,SpawnTarget,White
458,238.7563244,SpawnTarget,Red
459,239.2256301,SpawnTarget,White
460,239.6949358,SpawnTarget,Yellow
461,240.1642415,SpawnTarget,Green
462,240.6335472,SpawnTarget,Red
463,241.1028529,SpawnTarget,Blue
464,241.5721586,SpawnTarget,Yellow
465,242.0414643,SpawnTarget,Green
466,242.51077,SpawnTarget,Red
467,242.9800757,SpawnTarget,Blue
468,243.4493814,SpawnTarget,Red
469,243.9186871,SpawnTarget,Green
470,244.3879928,SpawnTarget,Yellow
471,244.8572985,SpawnTarget,Blue
472,245.3266043,SpawnTarget,Red
473,245.79591,SpawnTarget,Green
474,246.2652157,SpawnTarget,Yellow
475,246.7345214,SpawnTarget,White
476,247.2038271,SpawnTarget,Yellow
477,248.1424385,SpawnTarget,Yellow
478,248.6117442,SpawnTarget,White
479,249.0810499,SpawnTarget,Red
480,250.0196613,SpawnTarget,Red
481,250.488967,SpawnTarget,White
482,250.9582727,SpawnTarget,Yellow
483,251.4275784,SpawnTarget,White
484,251.8968841,SpawnTarget,Yellow
485,252.3661898,SpawnTarget,White
486,252.8354955,SpawnTarget,Red
487,253.3048012,SpawnTarget,White
488,253.774107,SpawnTarget,Red
489,254.2434127,SpawnTarget,White
490,254.7127184,SpawnTarget,Yellow
491,255.1820241,SpawnTarget,Green
492,255.6513298,SpawnTarget,Red
493,256.1206355,SpawnTarget,Blue
494,256.5899412,SpawnTarget,Yellow
495,257.0592469,SpawnTarget,Green
496,257.5285526,SpawnTarget,Red
497,257.9978583,SpawnTarget,Blue
498,258.467164,SpawnTarget,Red
499,258.9364697,SpawnTarget,Green
500,259.4057754,SpawnTarget,Yellow
501,259.8750811,SpawnTarget,Blue
502,260.3443868,SpawnTarget,Red
503,260.8136925,SpawnTarget,Green
504,261.2829982,SpawnTarget,Yellow
505,261.752304,SpawnTarget,Blue
506,262.2216097,SpawnTarget,Yellow
507,262.6909154,SpawnTarget,Green
508,263.1602211,SpawnTarget,Red
509,263.6295268,SpawnTarget,Blue
510,264.0988325,SpawnTarget,Yellow
511,264.5681382,SpawnTarget,Green
512,265.0374439,SpawnTarget,Red
513,265.5067496,SpawnTarget,Blue
514,265.9760553,SpawnTarget,Red
515,266.445361,SpawnTarget,Green
516,266.9146667,SpawnTarget,Yellow
517,267.3839724,SpawnTarget,Blue
518,267.8532781,SpawnTarget,Red
519,268.3225838,SpawnTarget,Green
520,268.7918895,SpawnTarget,Yellow
521,269.2611952,SpawnTarget,Blue
522,269.730501,SpawnTarget,Yellow
523,270.1998067,SpawnTarget,Green
524,270.6691124,SpawnTarget,Red
525,271.1384181,SpawnTarget,Blue
526,271.6077238,SpawnTarget,Yellow
527,272.0770295,SpawnTarget,Green
528,272.5463352,SpawnTarget,Red
529,273.0156409,SpawnTarget,Blue
530,273.4849466,SpawnTarget,Red
531,273.9542523,SpawnTarget,Green
532,274.423558,SpawnTarget,Yellow
533,274.8928637,SpawnTarget,Blue
534,275.3621694,SpawnTarget,Red
535,275.8314751,SpawnTarget,Green
536,276.3007808,SpawnTarget,Yellow
537,276.7700865,SpawnTarget,Blue
538,277.2393922,SpawnTarget,Yellow
539,277.708698,SpawnTarget,Green
540,278.1780037,SpawnTarget,Red
541,278.6473094,SpawnTarget,Blue
542,279.1166151,SpawnTarget,Yellow
543,279.5859208,SpawnTarget,Green
544,280.0552265,SpawnTarget,Red
545,280.5245322,SpawnTarget,Blue
546,280.9938379,SpawnTarget,Red
547,281.4631436,SpawnTarget,Green
548,281.9324493,SpawnTarget,Yellow
549,282.401755,SpawnTarget,Blue
550,282.8710607,SpawnTarget,Red
551,283.3403664,SpawnTarget,Green
552,283.8096721,SpawnTarget,Yellow
553,284.2789778,SpawnTarget,Blue
554,284.7482835,SpawnTarget,Yellow
555,285.2175892,SpawnTarget,Green
556,285.6868949,SpawnTarget,Red
557,286.1562007,SpawnTarget,Blue
558,286.6255064,SpawnTarget,Yellow
559,287.0948121,SpawnTarget,Green
560,287.5641178,SpawnTarget,Red
561,288.0334235,SpawnTarget,Blue
562,288.5027292,SpawnTarget,Red
563,288.9720349,SpawnTarget,Green
564,289.4413406,SpawnTarget,Yellow
565,289.9106463,SpawnTarget,Blue
566,290.379952,SpawnTarget,Red
567,290.8492577,SpawnTarget,Green
568,291.3185634,SpawnTarget,Yellow
569,291.7878691,SpawnTarget,Blue
570,292.2571748,SpawnTarget,White
571,293.1957862,SpawnTarget,Yellow
572,294.1343977,SpawnTarget,Green
573,295.0730091,SpawnTarget,Red
574,296.0116205,SpawnTarget,Blue
575,296.9502319,SpawnTarget,Yellow
576,297.8888433,SpawnTarget,White
577,10000,,
